Fecha,Día,Comp,Ronda,Sedes,Resultado,Equipo,Adversario,Arranque,Posc,Mín,Gls.,Ass,TP,TPint,Dis,DaP,TA,TR,Fls,FR,PA,Pcz,TklG,Int,GC,Penal ejecutado,Penal concedido,Informe del partido,jugador_id,Toques,Tkl,Bloqueos,xG,npxG,xAG,ACT,ACG,Cmp,Int.,% Cmp,PrgP,Transportes,PrgC,Att,Succ,Gls_90,Año,Mes,DiaSemana,resultado_tipo,goles_favor,goles_contra,victoria_penales,derrota_penales,resultado_numerico,diferencia_goles,Rendimiento,Rendimiento_normalizado
2025-02-12,Mié,Primera A,Apertura — First stage,Visitante,E 2–2,Nacional,Santa Fe,Sí,"AM,RM,RW",90.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,Informe del partido,marino hinestroza,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,2.0,2.0,E,2.0,2.0,0,0,0.0,0.0,3.5,0.0529500756429652
2025-02-23,Dom,Primera A,Apertura — First stage,Visitante,D 2–3,Nacional,Alianza,Sí,"AM,RM,RW",90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,marino hinestroza,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,2.0,6.0,D,2.0,3.0,0,0,-1.0,-1.0,3.5,0.0529500756429652
2025-03-04,Mar,Primera A,Apertura — First stage,Visitante,V 5–1,Nacional,Fortaleza FC,Sí,"AM,RM,RW",65.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,marino hinestroza,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,2.769230769230769,2025.0,3.0,1.0,V,5.0,1.0,0,0,1.0,4.0,3.7,0.05597579425113464
2025-03-09,Dom,Primera A,Apertura — First stage,Local,V 1–0,Nacional,CD América,Sí,"AM,RM,RW",89.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,Informe del partido,marino hinestroza,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,3.0,6.0,V,1.0,0.0,0,0,1.0,1.0,3.1,0.046898638426626324
2025-03-15,Sáb,Primera A,Apertura — First stage,Visitante,E 0–0,Nacional,Envigado,Sí,"AM,RM,RW",90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,marino hinestroza,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,3.0,5.0,E,0.0,0.0,0,0,0.0,0.0,3.1,0.046898638426626324
2025-03-28,Vie,Primera A,Apertura — First stage,Visitante,D 0–2,Nacional,CA Bucaramanga,Sí,"AM,RM,RW",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Informe del partido,marino hinestroza,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,3.0,4.0,D,0.0,2.0,0,0,-1.0,-2.0,3.1,0.046898638426626324
2025-04-02,Mié,Libertadores,Group stage,Local,V 3–0,co Nacional,uy Nacional,Sí,"AM,RM,RW",84.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,marino hinestroza,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,1.0714285714285714,2025.0,4.0,2.0,V,3.0,0.0,0,0,1.0,3.0,4.2,0.06354009077155824
2025-04-05,Sáb,Primera A,Apertura — First stage,Local,V 1–0,Nacional,Unión Magdalena,Sí,"AM,RM,RW",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,marino hinestroza,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,4.0,5.0,V,1.0,0.0,0,0,1.0,1.0,3.1,0.046898638426626324
2025-04-10,Jue,Libertadores,Group stage,Visitante,D 0–3,co Nacional,br Internacional,Sí,"AM,RM,RW",69.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,Informe del partido,marino hinestroza,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,4.0,3.0,D,0.0,3.0,0,0,-1.0,-3.0,3.1,0.046898638426626324
2024-07-20,Sáb,Russian Premier League,Semana 1 de partido,Visitante,V 4–0,Zenit,Samara,Sí,"FW,AM,LW",73.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,1.2328767123287672,2024.0,7.0,5.0,V,4.0,0.0,0,0,1.0,4.0,0.5,0.0075642965204236
2024-07-27,Sáb,Russian Premier League,Semana 2 de partido,Visitante,V 4–0,Zenit,Rubin Kazan,Sí,"FW,AM,LW",74.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,1.2162162162162162,2024.0,7.0,5.0,V,4.0,0.0,0,0,1.0,4.0,0.5,0.0075642965204236
2024-08-03,Sáb,Russian Premier League,Semana 3 de partido,Local,V 5–0,Zenit,Rostov,Sí,"FW,AM,LW",61.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,1.4754098360655739,2024.0,8.0,5.0,V,5.0,0.0,0,0,1.0,5.0,1.1,0.01664145234493192
2024-08-10,Sáb,Russian Premier League,Semana 4 de partido,Local,V 1–0,Zenit,Dynamo Mosc,Sí,"FW,AM,LW",72.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2024.0,8.0,5.0,V,1.0,0.0,0,0,1.0,1.0,0.1,0.0015128593040847202
2024-08-18,Dom,Russian Premier League,Semana 5 de partido,Visitante,E 1–1,Zenit,FC Khimki,Sí,"FW,AM,LW",57.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2024.0,8.0,6.0,E,1.0,1.0,0,0,0.0,0.0,0.1,0.0015128593040847202
2024-08-24,Sáb,Russian Premier League,Semana 6 de partido,Local,E 0–0,Zenit,Spartak Moscow,Sí,"FW,AM,LW",89.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2024.0,8.0,5.0,E,0.0,0.0,0,0,0.0,0.0,0.1,0.0015128593040847202
2024-08-31,Sáb,Russian Premier League,Semana 7 de partido,Visitante,V 3–0,Zenit,Nizhny Novgorod,Sí,"FW,AM,LW",69.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2024.0,8.0,5.0,V,3.0,0.0,0,0,1.0,3.0,0.1,0.0015128593040847202
2024-09-14,Sáb,Russian Premier League,Semana 8 de partido,Visitante,V 1–0,Zenit,CSKA Moscow,Sí,"FW,AM,LW",89.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2024.0,9.0,5.0,V,1.0,0.0,0,0,1.0,1.0,0.1,0.0015128593040847202
2024-09-21,Sáb,Russian Premier League,Semana 9 de partido,Local,V 3–1,Zenit,Fakel Voronezh,Sí,"FW,AM,LW",77.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,1.1688311688311688,2024.0,9.0,5.0,V,3.0,1.0,0,0,1.0,2.0,0.5,0.0075642965204236
2024-09-28,Sáb,Russian Premier League,Semana 10 de partido,Visitante,D 0–2,Zenit,Krasnodar,Sí,"FW,AM,LW",75.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2024.0,9.0,5.0,D,0.0,2.0,0,0,-1.0,-2.0,0.1,0.0015128593040847202
2024-10-05,Sáb,Russian Premier League,Semana 11 de partido,Local,V 1–0,Zenit,Orenburg,Sí,"FW,AM,LW",86.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2024.0,10.0,5.0,V,1.0,0.0,0,0,1.0,1.0,0.1,0.0015128593040847202
2024-10-18,Vie,Russian Premier League,Semana 12 de partido,Visitante,V 5–0,Zenit,FK Akron Tolyatti,Sí,"FW,AM,LW",74.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,1.2162162162162162,2024.0,10.0,4.0,V,5.0,0.0,0,0,1.0,5.0,0.5,0.0075642965204236
2024-10-27,Dom,Russian Premier League,Semana 13 de partido,Local,E 1–1,Zenit,Loko Moscow,Sí,"FW,AM,LW",80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2024.0,10.0,6.0,E,1.0,1.0,0,0,0.0,0.0,0.1,0.0015128593040847202
2024-11-02,Sáb,Russian Premier League,Semana 14 de partido,Local,V 2–1,Zenit,FC Dynamo Makhachkala,No,"FW,AM,LW",45.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2024.0,11.0,5.0,V,2.0,1.0,0,0,1.0,1.0,0.1,0.0015128593040847202
2024-11-10,Dom,Russian Premier League,Semana 15 de partido,Visitante,V 2–1,Zenit,Akhmat Grozny,Sí,"FW,AM,LW",86.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,1.0465116279069768,2024.0,11.0,6.0,V,2.0,1.0,0,0,1.0,1.0,0.7999999999999999,0.01210287443267776
2024-11-23,Sáb,Russian Premier League,Semana 16 de partido,Visitante,V 1–0,Zenit,Orenburg,No,"FW,AM,LW",45.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2024.0,11.0,5.0,V,1.0,0.0,0,0,1.0,1.0,0.1,0.0015128593040847202
2024-12-01,Dom,Russian Premier League,Semana 17 de partido,Local,D 2–3,Zenit,Samara,Sí,"FW,AM,LW",90.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2024.0,12.0,6.0,D,2.0,3.0,0,0,-1.0,-1.0,0.1,0.0015128593040847202
2024-12-07,Sáb,Russian Premier League,Semana 18 de partido,Local,D 1–2,Zenit,FK Akron Tolyatti,Sí,"FW,AM,LW",90.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2024.0,12.0,5.0,D,1.0,2.0,0,0,-1.0,-1.0,0.1,0.0015128593040847202
2025-03-01,Sáb,Russian Premier League,Semana 19 de partido,Local,E 0–0,Zenit,CSKA Moscow,Sí,"FW,AM,LW",61.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,3.0,5.0,E,0.0,0.0,0,0,0.0,0.0,0.1,0.0015128593040847202
2025-03-08,Sáb,Russian Premier League,Semana 20 de partido,Visitante,V 2–0,Zenit,Fakel Voronezh,No,"FW,AM,LW",45.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,2.0,2025.0,3.0,5.0,V,2.0,0.0,0,0,1.0,2.0,0.5,0.0075642965204236
2025-03-16,Dom,Russian Premier League,Semana 21 de partido,Visitante,D 1–2,Zenit,Spartak Moscow,Sí,"FW,AM,LW",67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,3.0,6.0,D,1.0,2.0,0,0,-1.0,-1.0,0.1,0.0015128593040847202
2025-03-30,Dom,Russian Premier League,Semana 22 de partido,Local,V 4–0,Zenit,Rubin Kazan,No,"FW,AM,LW",45.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,2.0,2025.0,3.0,6.0,V,4.0,0.0,0,0,1.0,4.0,0.7999999999999999,0.01210287443267776
2025-04-05,Sáb,Russian Premier League,Semana 23 de partido,Visitante,E 1–1,Zenit,Loko Moscow,Sí,"FW,AM,LW",90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateo cassierra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,4.0,5.0,E,1.0,1.0,0,0,0.0,0.0,0.1,0.0015128593040847202
2025-01-25,Sáb,Primera A,Apertura — First stage,Local,V 4–0,Nacional,Once Caldas,Sí,"DM,CM",45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,mateus uribe,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,1.0,5.0,V,4.0,0.0,0,0,1.0,4.0,21.2,0.32072617246596064
2025-02-09,Dom,Primera A,Apertura — First stage,Local,V 3–0,Nacional,Pereira,Sí,"DM,CM",69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,Informe del partido,mateus uribe,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,2.0,6.0,V,3.0,0.0,0,0,1.0,3.0,21.2,0.32072617246596064
2025-02-12,Mié,Primera A,Apertura — First stage,Visitante,E 2–2,Nacional,Santa Fe,No,"DM,CM",30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateus uribe,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,2.0,2.0,E,2.0,2.0,0,0,0.0,0.0,21.2,0.32072617246596064
2025-03-04,Mar,Primera A,Apertura — First stage,Visitante,V 5–1,Nacional,Fortaleza FC,No,"DM,CM",25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateus uribe,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,3.0,1.0,V,5.0,1.0,0,0,1.0,4.0,21.2,0.32072617246596064
2025-03-09,Dom,Primera A,Apertura — First stage,Local,V 1–0,Nacional,CD América,No,"DM,CM",11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,mateus uribe,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,3.0,6.0,V,1.0,0.0,0,0,1.0,1.0,21.2,0.32072617246596064
2025-03-15,Sáb,Primera A,Apertura — First stage,Visitante,E 0–0,Nacional,Envigado,Sí,"DM,CM",75.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,Informe del partido,mateus uribe,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,3.0,5.0,E,0.0,0.0,0,0,0.0,0.0,21.2,0.32072617246596064
2025-03-20,Jue,WCQ,WCQ — CONMEBOL (M),Visitante,D 1–2,co Colombia,br Brazil,No,FW,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,rafael borré,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,7.0,91.0,0.0,10.0,0.0,0.0,0.0,0.0,2025.0,3.0,3.0,D,1.0,2.0,0,0,-1.0,-1.0,0.0,0.0
2025-03-29,Sáb,Série A,Semana 1 de partido,Visitante,E 1–1,Internacional,Flamengo,Sí,FW,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,rafael borré,14.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,12.0,83.3,0.0,17.0,1.0,0.0,0.0,0.0,2025.0,3.0,5.0,E,1.0,1.0,0,0,0.0,0.0,0.0,0.0
2025-04-03,Jue,Libertadores,Group stage,Visitante,E 1–1,br Internacional,br Bahia,Sí,FW,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,rafael borré,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,7.0,91.0,0.0,10.0,0.0,0.0,0.0,0.0,2025.0,4.0,3.0,E,1.0,1.0,0,0,0.0,0.0,0.0,0.0
2025-04-06,Dom,Série A,Semana 2 de partido,Local,V 3–0,Internacional,Cruzeiro,No,FW,20.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,rafael borré,6.0,1.0,0.0,0.2,0.2,0.0,2.0,1.0,3.0,3.0,100.0,0.0,3.0,0.0,1.0,1.0,4.5,2025.0,4.0,6.0,V,3.0,0.0,0,0,1.0,3.0,0.54,0.008169440242057489
2025-04-10,Jue,Libertadores,Group stage,Local,V 3–0,br Internacional,co Nacional,No,FW,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,rafael borré,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,7.0,91.0,0.0,10.0,0.0,0.0,0.0,0.0,2025.0,4.0,3.0,V,3.0,0.0,0,0,1.0,3.0,0.0,0.0
2025-03-20,Jue,WCQ,WCQ — CONMEBOL (M),Visitante,D 1–2,co Colombia,br Brazil,Sí,"DM,CM",90.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Informe del partido,richard ríos,32.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,25.0,83.0,4.0,15.0,0.0,1.0,0.0,0.0,2025.0,3.0,3.0,D,1.0,2.0,0,0,-1.0,-1.0,16.400000000000002,0.2481089258698941
2025-03-25,Mar,WCQ,WCQ — CONMEBOL (M),Local,E 2–2,co Colombia,py Paraguay,Sí,"DM,CM",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,richard ríos,32.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,25.0,83.0,4.0,15.0,0.0,1.0,0.0,0.0,2025.0,3.0,1.0,E,2.0,2.0,0,0,0.0,0.0,16.400000000000002,0.2481089258698941
2025-03-30,Dom,Série A,Semana 1 de partido,Local,E 0–0,Palmeiras,Botafogo (RJ),Sí,"DM,CM",71.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Informe del partido,richard ríos,43.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,35.0,37.0,94.6,7.0,24.0,0.0,1.0,0.0,0.0,2025.0,3.0,6.0,E,0.0,0.0,0,0,0.0,0.0,25.200000000000003,0.3812405446293495
2025-04-03,Jue,Libertadores,Group stage,Visitante,V 3–2,br Palmeiras,pe Sporting Cristal,No,"DM,CM",26.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,richard ríos,32.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,25.0,83.0,4.0,15.0,0.0,1.0,0.0,3.4615384615384617,2025.0,4.0,3.0,V,3.0,2.0,0,0,1.0,1.0,16.400000000000002,0.2481089258698941
2025-04-09,Mié,Libertadores,Group stage,Local,V 1–0,br Palmeiras,py Cerro Porteño,Sí,"DM,CM",84.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,richard ríos,32.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,25.0,83.0,4.0,15.0,0.0,1.0,0.0,1.0714285714285714,2025.0,4.0,2.0,V,1.0,0.0,0,0,1.0,1.0,16.400000000000002,0.2481089258698941
2025-04-12,Sáb,Série A,Semana 3 de partido,Local,V 2–0,Palmeiras,Corinthians,Sí,"DM,CM",61.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,richard ríos,22.0,0.0,2.0,0.0,0.0,0.2,2.0,1.0,10.0,14.0,71.4,1.0,6.0,0.0,1.0,0.0,0.0,2025.0,4.0,5.0,V,2.0,0.0,0,0,1.0,2.0,8.399999999999999,0.12708018154311645
2024-07-20,Sáb,Liga Argentina,Semana 6 de partido,Local,V 3–0,Racing Club,Godoy Cruz,No,"FW,AM,LW",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,roger martínez,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2024.0,7.0,5.0,V,3.0,0.0,0,0,1.0,3.0,0.1,0.0015128593040847202
2024-07-24,Mié,Liga Argentina,Semana 7 de partido,Visitante,D 0–1,Racing Club,Sarmiento,No,"FW,AM,LW",26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,roger martínez,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2024.0,7.0,2.0,D,0.0,1.0,0,0,-1.0,-1.0,0.1,0.0015128593040847202
